Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Bulgaria","Production","Other berries and fruits of the genus vaccinium n.e.c.","2022","t","2300"
"Crops and livestock products","Bulgaria","Yield","Other berries and fruits of the genus vaccinium n.e.c.","2023","kg/ha","1509.6"
"Crops and livestock products","Bulgaria","Production","Other berries and fruits of the genus vaccinium n.e.c.","2023","t","1570"
"Crops and livestock products","Bulgaria","Production","Other citrus fruit, n.e.c.","2018","t","0"
"Crops and livestock products","Bulgaria","Production","Other citrus fruit, n.e.c.","2019","t","0"
"Crops and livestock products","Bulgaria","Production","Other citrus fruit, n.e.c.","2020","t","0"
"Crops and livestock products","Bulgaria","Production","Other citrus fruit, n.e.c.","2021","t","0"
"Crops and livestock products","Bulgaria","Production","Other citrus fruit, n.e.c.","2022","t","0"
"Crops and livestock products","Bulgaria","Production","Other citrus fruit, n.e.c.","2023","t","0"
"Crops and livestock products","Bulgaria","Yield","Other fruits, n.e.c.","2015","kg/ha","1655.2"
"Crops and livestock products","Bulgaria","Production","Other fruits, n.e.c.","2015","t","9284.42"
"Crops and livestock products","Bulgaria","Yield","Other fruits, n.e.c.","2016","kg/ha","1579.4"
"Crops and livestock products","Bulgaria","Production","Other fruits, n.e.c.","2016","t","9062.25"
"Crops and livestock products","Bulgaria","Yield","Other fruits, n.e.c.","2017","kg/ha","1562.6"
"Crops and livestock products","Bulgaria","Production","Other fruits, n.e.c.","2017","t","8829.8"
"Crops and livestock products","Bulgaria","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2015","kg/ha","942.9"
"Crops and livestock products","Bulgaria","Production","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2015","t","858.87"
"Crops and livestock products","Bulgaria","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2016","kg/ha","909.1"
"Crops and livestock products","Bulgaria","Production","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2016","t","808.66"
"Crops and livestock products","Bulgaria","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2017","kg/ha","874.6"
"Crops and livestock products","Bulgaria","Production","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2017","t","770.87"
"Crops and livestock products","Bulgaria","Production","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2020","t","0"
"Crops and livestock products","Bulgaria","Production","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2023","t","0"
"Crops and livestock products","Bulgaria","Yield","Other oil seeds, n.e.c.","2015","kg/ha","582"
"Crops and livestock products","Bulgaria","Production","Other oil seeds, n.e.c.","2015","t","8359"
"Crops and livestock products","Bulgaria","Yield","Other oil seeds, n.e.c.","2016","kg/ha","683.8"
"Crops and livestock products","Bulgaria","Production","Other oil seeds, n.e.c.","2016","t","10761"
"Crops and livestock products","Bulgaria","Yield","Other oil seeds, n.e.c.","2017","kg/ha","682.5"
"Crops and livestock products","Bulgaria","Production","Other oil seeds, n.e.c.","2017","t","3440"
"Crops and livestock products","Bulgaria","Yield","Other oil seeds, n.e.c.","2018","kg/ha","717.9"
"Crops and livestock products","Bulgaria","Production","Other oil seeds, n.e.c.","2018","t","5090"
"Crops and livestock products","Bulgaria","Yield","Other oil seeds, n.e.c.","2019","kg/ha","780.8"
"Crops and livestock products","Bulgaria","Production","Other oil seeds, n.e.c.","2019","t","4310"
"Crops and livestock products","Bulgaria","Yield","Other oil seeds, n.e.c.","2020","kg/ha","710.7"
"Crops and livestock products","Bulgaria","Production","Other oil seeds, n.e.c.","2020","t","4300"
"Crops and livestock products","Bulgaria","Yield","Other oil seeds, n.e.c.","2021","kg/ha","794.9"
"Crops and livestock products","Bulgaria","Production","Other oil seeds, n.e.c.","2021","t","4030"
"Crops and livestock products","Bulgaria","Yield","Other oil seeds, n.e.c.","2022","kg/ha","960.2"
"Crops and livestock products","Bulgaria","Production","Other oil seeds, n.e.c.","2022","t","1930"
"Crops and livestock products","Bulgaria","Yield","Other oil seeds, n.e.c.","2023","kg/ha","843.6"
"Crops and livestock products","Bulgaria","Production","Other oil seeds, n.e.c.","2023","t","2590"
"Crops and livestock products","Bulgaria","Yield","Other pome fruits","2018","kg/ha","5875"
"Crops and livestock products","Bulgaria","Production","Other pome fruits","2018","t","470"
"Crops and livestock products","Bulgaria","Yield","Other pome fruits","2019","kg/ha","5250"
"Crops and livestock products","Bulgaria","Production","Other pome fruits","2019","t","210"
"Crops and livestock products","Bulgaria","Yield","Other pome fruits","2020","kg/ha","2800"
"Crops and livestock products","Bulgaria","Production","Other pome fruits","2020","t","140"
"Crops and livestock products","Bulgaria","Yield","Other pome fruits","2021","kg/ha","3666.7"
"Crops and livestock products","Bulgaria","Production","Other pome fruits","2021","t","220"
"Crops and livestock products","Bulgaria","Yield","Other pome fruits","2022","kg/ha","5250"
"Crops and livestock products","Bulgaria","Production","Other pome fruits","2022","t","420"
"Crops and livestock products","Bulgaria","Yield","Other pome fruits","2023","kg/ha","6000"
"Crops and livestock products","Bulgaria","Production","Other pome fruits","2023","t","420"
"Crops and livestock products","Bulgaria","Yield","Other pulses n.e.c.","2015","kg/ha","2289"
"Crops and livestock products","Bulgaria","Production","Other pulses n.e.c.","2015","t","194.14"
"Crops and livestock products","Bulgaria","Yield","Other pulses n.e.c.","2016","kg/ha","2282.1"
"Crops and livestock products","Bulgaria","Production","Other pulses n.e.c.","2016","t","217.88"
"Crops and livestock products","Bulgaria","Yield","Other pulses n.e.c.","2017","kg/ha","2291.9"
"Crops and livestock products","Bulgaria","Production","Other pulses n.e.c.","2017","t","244.68"
"Crops and livestock products","Bulgaria","Yield","Other pulses n.e.c.","2018","kg/ha","1014.8"
"Crops and livestock products","Bulgaria","Production","Other pulses n.e.c.","2018","t","64460"
"Crops and livestock products","Bulgaria","Yield","Other pulses n.e.c.","2019","kg/ha","1266.2"
"Crops and livestock products","Bulgaria","Production","Other pulses n.e.c.","2019","t","17790"
"Crops and livestock products","Bulgaria","Yield","Other pulses n.e.c.","2020","kg/ha","1189.3"
"Crops and livestock products","Bulgaria","Production","Other pulses n.e.c.","2020","t","12940"
"Crops and livestock products","Bulgaria","Yield","Other pulses n.e.c.","2021","kg/ha","1435.1"
"Crops and livestock products","Bulgaria","Production","Other pulses n.e.c.","2021","t","14810"
"Crops and livestock products","Bulgaria","Yield","Other pulses n.e.c.","2022","kg/ha","1359.5"
"Crops and livestock products","Bulgaria","Production","Other pulses n.e.c.","2022","t","9530"
"Crops and livestock products","Bulgaria","Yield","Other pulses n.e.c.","2023","kg/ha","1342.9"
"Crops and livestock products","Bulgaria","Production","Other pulses n.e.c.","2023","t","9320"
"Crops and livestock products","Bulgaria","Yield","Other stimulant, spice and aromatic crops, n.e.c.","2015","kg/ha","2194"
"Crops and livestock products","Bulgaria","Production","Other stimulant, spice and aromatic crops, n.e.c.","2015","t","823.83"
"Crops and livestock products","Bulgaria","Yield","Other stimulant, spice and aromatic crops, n.e.c.","2016","kg/ha","2481.5"
"Crops and livestock products","Bulgaria","Production","Other stimulant, spice and aromatic crops, n.e.c.","2016","t","829"
"Crops and livestock products","Bulgaria","Yield","Other stimulant, spice and aromatic crops, n.e.c.","2017","kg/ha","2591.9"
"Crops and livestock products","Bulgaria","Production","Other stimulant, spice and aromatic crops, n.e.c.","2017","t","828.43"
"Crops and livestock products","Bulgaria","Production","Other stone fruits","2015","t",""
"Crops and livestock products","Bulgaria","Production","Other stone fruits","2016","t",""
"Crops and livestock products","Bulgaria","Production","Other stone fruits","2017","t",""
"Crops and livestock products","Bulgaria","Production","Other stone fruits","2018","t","0"
"Crops and livestock products","Bulgaria","Production","Other stone fruits","2020","t","0"
"Crops and livestock products","Bulgaria","Production","Other stone fruits","2021","t","10"
"Crops and livestock products","Bulgaria","Production","Other stone fruits","2022","t","10"
"Crops and livestock products","Bulgaria","Yield","Other stone fruits","2023","kg/ha","2500"
"Crops and livestock products","Bulgaria","Production","Other stone fruits","2023","t","50"
"Crops and livestock products","Bulgaria","Production","Other tropical fruits, n.e.c.","2018","t","0"
"Crops and livestock products","Bulgaria","Production","Other tropical fruits, n.e.c.","2019","t","0"
"Crops and livestock products","Bulgaria","Production","Other tropical fruits, n.e.c.","2020","t","0"
"Crops and livestock products","Bulgaria","Yield","Other tropical fruits, n.e.c.","2021","kg/ha","6000"
"Crops and livestock products","Bulgaria","Production","Other tropical fruits, n.e.c.","2021","t","60"
"Crops and livestock products","Bulgaria","Production","Other tropical fruits, n.e.c.","2022","t","0"
"Crops and livestock products","Bulgaria","Production","Other tropical fruits, n.e.c.","2023","t","0"
"Crops and livestock products","Bulgaria","Yield","Other vegetables, fresh n.e.c.","2015","kg/ha","4312.2"
"Crops and livestock products","Bulgaria","Production","Other vegetables, fresh n.e.c.","2015","t","25140"
"Crops and livestock products","Bulgaria","Yield","Other vegetables, fresh n.e.c.","2016","kg/ha","7499.9"
"Crops and livestock products","Bulgaria","Production","Other vegetables, fresh n.e.c.","2016","t","36832"
"Crops and livestock products","Bulgaria","Yield","Other vegetables, fresh n.e.c.","2017","kg/ha","9065.2"
"Crops and livestock products","Bulgaria","Production","Other vegetables, fresh n.e.c.","2017","t","41963"
"Crops and livestock products","Bulgaria","Yield","Other vegetables, fresh n.e.c.","2018","kg/ha","5686.9"
"Crops and livestock products","Bulgaria","Production","Other vegetables, fresh n.e.c.","2018","t","5630"
"Crops and livestock products","Bulgaria","Yield","Other vegetables, fresh n.e.c.","2019","kg/ha","7315.8"
"Crops and livestock products","Bulgaria","Production","Other vegetables, fresh n.e.c.","2019","t","6950"
"Crops and livestock products","Bulgaria","Yield","Other vegetables, fresh n.e.c.","2020","kg/ha","7837"
"Crops and livestock products","Bulgaria","Production","Other vegetables, fresh n.e.c.","2020","t","7210"
"Crops and livestock products","Bulgaria","Yield","Other vegetables, fresh n.e.c.","2021","kg/ha","5384.6"
"Crops and livestock products","Bulgaria","Production","Other vegetables, fresh n.e.c.","2021","t","5600"
"Crops and livestock products","Bulgaria","Yield","Other vegetables, fresh n.e.c.","2022","kg/ha","8605.3"
"Crops and livestock products","Bulgaria","Production","Other vegetables, fresh n.e.c.","2022","t","6540"
"Crops and livestock products","Bulgaria","Yield","Other vegetables, fresh n.e.c.","2023","kg/ha","7553.8"
"Crops and livestock products","Bulgaria","Production","Other vegetables, fresh n.e.c.","2023","t","4910"
"Crops and livestock products","Bulgaria","Yield","Peaches and nectarines","2015","kg/ha","9521.4"
"Crops and livestock products","Bulgaria","Production","Peaches and nectarines","2015","t","35334"
"Crops and livestock products","Bulgaria","Yield","Peaches and nectarines","2016","kg/ha","7974.8"
"Crops and livestock products","Bulgaria","Production","Peaches and nectarines","2016","t","30432"
"Crops and livestock products","Bulgaria","Yield","Peaches and nectarines","2017","kg/ha","8880.6"
"Crops and livestock products","Bulgaria","Production","Peaches and nectarines","2017","t","34572"
"Crops and livestock products","Bulgaria","Yield","Peaches and nectarines","2018","kg/ha","8181.3"
"Crops and livestock products","Bulgaria","Production","Peaches and nectarines","2018","t","28880"
"Crops and livestock products","Bulgaria","Yield","Peaches and nectarines","2019","kg/ha","10518.6"
"Crops and livestock products","Bulgaria","Production","Peaches and nectarines","2019","t","33870"
"Crops and livestock products","Bulgaria","Yield","Peaches and nectarines","2020","kg/ha","7487.4"
"Crops and livestock products","Bulgaria","Production","Peaches and nectarines","2020","t","20740"
"Crops and livestock products","Bulgaria","Yield","Peaches and nectarines","2021","kg/ha","8127.3"
"Crops and livestock products","Bulgaria","Production","Peaches and nectarines","2021","t","21700"
"Crops and livestock products","Bulgaria","Yield","Peaches and nectarines","2022","kg/ha","9519.7"
"Crops and livestock products","Bulgaria","Production","Peaches and nectarines","2022","t","24180"
"Crops and livestock products","Bulgaria","Yield","Peaches and nectarines","2023","kg/ha","7297.3"
"Crops and livestock products","Bulgaria","Production","Peaches and nectarines","2023","t","10800"
"Crops and livestock products","Bulgaria","Yield","Pears","2015","kg/ha","5592.8"
"Crops and livestock products","Bulgaria","Production","Pears","2015","t","2953"
"Crops and livestock products","Bulgaria","Yield","Pears","2016","kg/ha","4858.5"
"Crops and livestock products","Bulgaria","Production","Pears","2016","t","1992"
"Crops and livestock products","Bulgaria","Yield","Pears","2017","kg/ha","6325.2"
"Crops and livestock products","Bulgaria","Production","Pears","2017","t","2840"
"Crops and livestock products","Bulgaria","Yield","Pears","2018","kg/ha","5894.7"
"Crops and livestock products","Bulgaria","Production","Pears","2018","t","3360"
"Crops and livestock products","Bulgaria","Yield","Pears","2019","kg/ha","7757.1"
"Crops and livestock products","Bulgaria","Production","Pears","2019","t","5430"
"Crops and livestock products","Bulgaria","Yield","Pears","2020","kg/ha","5660"
"Crops and livestock products","Bulgaria","Production","Pears","2020","t","2830"
"Crops and livestock products","Bulgaria","Yield","Pears","2021","kg/ha","5527.3"
"Crops and livestock products","Bulgaria","Production","Pears","2021","t","3040"
"Crops and livestock products","Bulgaria","Yield","Pears","2022","kg/ha","5344.8"
"Crops and livestock products","Bulgaria","Production","Pears","2022","t","3100"
"Crops and livestock products","Bulgaria","Yield","Pears","2023","kg/ha","5340.4"
"Crops and livestock products","Bulgaria","Production","Pears","2023","t","2510"
"Crops and livestock products","Bulgaria","Yield","Peas, dry","2015","kg/ha","2215.3"
"Crops and livestock products","Bulgaria","Production","Peas, dry","2015","t","20496"
"Crops and livestock products","Bulgaria","Yield","Peas, dry","2016","kg/ha","2534.8"
"Crops and livestock products","Bulgaria","Production","Peas, dry","2016","t","47403"
"Crops and livestock products","Bulgaria","Yield","Peas, dry","2017","kg/ha","2859.6"
"Crops and livestock products","Bulgaria","Production","Peas, dry","2017","t","133253"
"Crops and livestock products","Bulgaria","Yield","Peas, dry","2018","kg/ha","1791.7"
"Crops and livestock products","Bulgaria","Production","Peas, dry","2018","t","55150"
"Crops and livestock products","Bulgaria","Yield","Peas, dry","2019","kg/ha","2525.2"
"Crops and livestock products","Bulgaria","Production","Peas, dry","2019","t","40050"
"Crops and livestock products","Bulgaria","Yield","Peas, dry","2020","kg/ha","2068.4"
"Crops and livestock products","Bulgaria","Production","Peas, dry","2020","t","29620"
"Crops and livestock products","Bulgaria","Yield","Peas, dry","2021","kg/ha","1820.5"
"Crops and livestock products","Bulgaria","Production","Peas, dry","2021","t","28090"
"Crops and livestock products","Bulgaria","Yield","Peas, dry","2022","kg/ha","2060.5"
"Crops and livestock products","Bulgaria","Production","Peas, dry","2022","t","20110"
"Crops and livestock products","Bulgaria","Yield","Peas, dry","2023","kg/ha","2234.5"
"Crops and livestock products","Bulgaria","Production","Peas, dry","2023","t","18770"
"Crops and livestock products","Bulgaria","Yield","Peas, green","2015","kg/ha","3195.5"
"Crops and livestock products","Bulgaria","Production","Peas, green","2015","t","3400"
"Crops and livestock products","Bulgaria","Yield","Peas, green","2016","kg/ha","3946.1"
"Crops and livestock products","Bulgaria","Production","Peas, green","2016","t","7395"
"Crops and livestock products","Bulgaria","Yield","Peas, green","2017","kg/ha","7203.7"
"Crops and livestock products","Bulgaria","Production","Peas, green","2017","t","5518"
"Crops and livestock products","Bulgaria","Yield","Peas, green","2018","kg/ha","3562.5"
"Crops and livestock products","Bulgaria","Production","Peas, green","2018","t","1710"
"Crops and livestock products","Bulgaria","Yield","Peas, green","2019","kg/ha","5021.7"
"Crops and livestock products","Bulgaria","Production","Peas, green","2019","t","4620"
"Crops and livestock products","Bulgaria","Yield","Peas, green","2020","kg/ha","3954"
"Crops and livestock products","Bulgaria","Production","Peas, green","2020","t","3440"
"Crops and livestock products","Bulgaria","Yield","Peas, green","2021","kg/ha","3885.7"
"Crops and livestock products","Bulgaria","Production","Peas, green","2021","t","2720"
"Crops and livestock products","Bulgaria","Yield","Peas, green","2022","kg/ha","3657.5"
"Crops and livestock products","Bulgaria","Production","Peas, green","2022","t","2670"
"Crops and livestock products","Bulgaria","Yield","Peas, green","2023","kg/ha","2660.4"
"Crops and livestock products","Bulgaria","Production","Peas, green","2023","t","1410"
"Crops and livestock products","Bulgaria","Yield","Peppermint, spearmint","2015","kg/ha","3687.2"
"Crops and livestock products","Bulgaria","Production","Peppermint, spearmint","2015","t","163"
"Crops and livestock products","Bulgaria","Yield","Peppermint, spearmint","2016","kg/ha","3687.2"
"Crops and livestock products","Bulgaria","Production","Peppermint, spearmint","2016","t","262.53"
"Crops and livestock products","Bulgaria","Yield","Peppermint, spearmint","2017","kg/ha","3687.2"
"Crops and livestock products","Bulgaria","Production","Peppermint, spearmint","2017","t","123.78"
"Crops and livestock products","Bulgaria","Yield","Plums and sloes","2015","kg/ha","5299"
"Crops and livestock products","Bulgaria","Production","Plums and sloes","2015","t","36176"
"Crops and livestock products","Bulgaria","Yield","Plums and sloes","2016","kg/ha","7252.8"
"Crops and livestock products","Bulgaria","Production","Plums and sloes","2016","t","48630"
"Crops and livestock products","Bulgaria","Yield","Plums and sloes","2017","kg/ha","7218.5"
"Crops and livestock products","Bulgaria","Production","Plums and sloes","2017","t","49194"
"Crops and livestock products","Bulgaria","Yield","Plums and sloes","2018","kg/ha","7667.1"
"Crops and livestock products","Bulgaria","Production","Plums and sloes","2018","t","56430"
"Crops and livestock products","Bulgaria","Yield","Plums and sloes","2019","kg/ha","7006.2"
"Crops and livestock products","Bulgaria","Production","Plums and sloes","2019","t","56190"
"Crops and livestock products","Bulgaria","Yield","Plums and sloes","2020","kg/ha","7003.5"
"Crops and livestock products","Bulgaria","Production","Plums and sloes","2020","t","60020"
"Crops and livestock products","Bulgaria","Yield","Plums and sloes","2021","kg/ha","7017.2"
"Crops and livestock products","Bulgaria","Production","Plums and sloes","2021","t","65120"
"Crops and livestock products","Bulgaria","Yield","Plums and sloes","2022","kg/ha","6026.6"
"Crops and livestock products","Bulgaria","Production","Plums and sloes","2022","t","56650"
"Crops and livestock products","Bulgaria","Yield","Plums and sloes","2023","kg/ha","6235.4"
"Crops and livestock products","Bulgaria","Production","Plums and sloes","2023","t","57740"
"Crops and livestock products","Bulgaria","Production","Pomelos and grapefruits","2018","t","0"
"Crops and livestock products","Bulgaria","Production","Pomelos and grapefruits","2019","t","0"
"Crops and livestock products","Bulgaria","Production","Pomelos and grapefruits","2020","t","0"
"Crops and livestock products","Bulgaria","Production","Pomelos and grapefruits","2021","t","0"
"Crops and livestock products","Bulgaria","Production","Pomelos and grapefruits","2022","t","0"
"Crops and livestock products","Bulgaria","Production","Pomelos and grapefruits","2023","t","0"
"Crops and livestock products","Bulgaria","Yield","Poppy seed","2015","kg/ha","665.9"
"Crops and livestock products","Bulgaria","Production","Poppy seed","2015","t","590.63"
"Crops and livestock products","Bulgaria","Yield","Poppy seed","2016","kg/ha","720"
"Crops and livestock products","Bulgaria","Production","Poppy seed","2016","t","605.75"
"Crops and livestock products","Bulgaria","Yield","Poppy seed","2017","kg/ha","696.9"
"Crops and livestock products","Bulgaria","Production","Poppy seed","2017","t","607.84"
"Crops and livestock products","Bulgaria","Yield","Potatoes","2015","kg/ha","14963.3"
"Crops and livestock products","Bulgaria","Production","Potatoes","2015","t","164866"
"Crops and livestock products","Bulgaria","Yield","Potatoes","2016","kg/ha","15184.1"
"Crops and livestock products","Bulgaria","Production","Potatoes","2016","t","127182"
"Crops and livestock products","Bulgaria","Yield","Potatoes","2017","kg/ha","17789.7"
"Crops and livestock products","Bulgaria","Production","Potatoes","2017","t","227815"
"Crops and livestock products","Bulgaria","Yield","Potatoes","2018","kg/ha","18559.6"
"Crops and livestock products","Bulgaria","Production","Potatoes","2018","t","261690"
"Crops and livestock products","Bulgaria","Yield","Potatoes","2019","kg/ha","21249.7"
"Crops and livestock products","Bulgaria","Production","Potatoes","2019","t","197410"
"Crops and livestock products","Bulgaria","Yield","Potatoes","2020","kg/ha","19329.6"
"Crops and livestock products","Bulgaria","Production","Potatoes","2020","t","192330"
"Crops and livestock products","Bulgaria","Yield","Potatoes","2021","kg/ha","17948.6"
"Crops and livestock products","Bulgaria","Production","Potatoes","2021","t","195640"
"Crops and livestock products","Bulgaria","Yield","Potatoes","2022","kg/ha","18800.2"
"Crops and livestock products","Bulgaria","Production","Potatoes","2022","t","172210"
"Crops and livestock products","Bulgaria","Yield","Potatoes","2023","kg/ha","16985.8"
"Crops and livestock products","Bulgaria","Production","Potatoes","2023","t","119240"
"Crops and livestock products","Bulgaria","Yield","Pumpkins, squash and gourds","2015","kg/ha","10319"
"Crops and livestock products","Bulgaria","Production","Pumpkins, squash and gourds","2015","t","25199"
"Crops and livestock products","Bulgaria","Yield","Pumpkins, squash and gourds","2016","kg/ha","11303.2"
"Crops and livestock products","Bulgaria","Production","Pumpkins, squash and gourds","2016","t","132937"
"Crops and livestock products","Bulgaria","Yield","Pumpkins, squash and gourds","2017","kg/ha","10565.4"
"Crops and livestock products","Bulgaria","Production","Pumpkins, squash and gourds","2017","t","22367"
"Crops and livestock products","Bulgaria","Yield","Pumpkins, squash and gourds","2018","kg/ha","15666.7"
"Crops and livestock products","Bulgaria","Production","Pumpkins, squash and gourds","2018","t","26320"
"Crops and livestock products","Bulgaria","Yield","Pumpkins, squash and gourds","2019","kg/ha","9229.6"
"Crops and livestock products","Bulgaria","Production","Pumpkins, squash and gourds","2019","t","12460"
"Crops and livestock products","Bulgaria","Yield","Pumpkins, squash and gourds","2020","kg/ha","10385.1"
"Crops and livestock products","Bulgaria","Production","Pumpkins, squash and gourds","2020","t","18070"
"Crops and livestock products","Bulgaria","Yield","Pumpkins, squash and gourds","2021","kg/ha","9657.1"
"Crops and livestock products","Bulgaria","Production","Pumpkins, squash and gourds","2021","t","16900"
"Crops and livestock products","Bulgaria","Yield","Pumpkins, squash and gourds","2022","kg/ha","14061.9"
"Crops and livestock products","Bulgaria","Production","Pumpkins, squash and gourds","2022","t","13640"
"Crops and livestock products","Bulgaria","Yield","Pumpkins, squash and gourds","2023","kg/ha","14407"
"Crops and livestock products","Bulgaria","Production","Pumpkins, squash and gourds","2023","t","12390"
"Crops and livestock products","Bulgaria","Yield","Quinces","2015","kg/ha","6000"
"Crops and livestock products","Bulgaria","Production","Quinces","2015","t","498"
"Crops and livestock products","Bulgaria","Yield","Quinces","2016","kg/ha","5000"
"Crops and livestock products","Bulgaria","Production","Quinces","2016","t","400"
"Crops and livestock products","Bulgaria","Yield","Quinces","2017","kg/ha","5000"
"Crops and livestock products","Bulgaria","Production","Quinces","2017","t","450"
"Crops and livestock products","Bulgaria","Yield","Rape or colza seed","2015","kg/ha","2476.8"
"Crops and livestock products","Bulgaria","Production","Rape or colza seed","2015","t","422092"
"Crops and livestock products","Bulgaria","Yield","Rape or colza seed","2016","kg/ha","2969.2"
"Crops and livestock products","Bulgaria","Production","Rape or colza seed","2016","t","509251"
"Crops and livestock products","Bulgaria","Yield","Rape or colza seed","2017","kg/ha","2981.6"
"Crops and livestock products","Bulgaria","Production","Rape or colza seed","2017","t","478987"
"Crops and livestock products","Bulgaria","Yield","Rape or colza seed","2018","kg/ha","2587.8"
"Crops and livestock products","Bulgaria","Production","Rape or colza seed","2018","t","472590"
"Crops and livestock products","Bulgaria","Yield","Rape or colza seed","2019","kg/ha","2861"
"Crops and livestock products","Bulgaria","Production","Rape or colza seed","2019","t","432490"
"Crops and livestock products","Bulgaria","Yield","Rape or colza seed","2020","kg/ha","2344.1"
"Crops and livestock products","Bulgaria","Production","Rape or colza seed","2020","t","279280"
"Crops and livestock products","Bulgaria","Yield","Rape or colza seed","2021","kg/ha","2872.9"
"Crops and livestock products","Bulgaria","Production","Rape or colza seed","2021","t","375800"
"Crops and livestock products","Bulgaria","Yield","Rape or colza seed","2022","kg/ha","2315.2"
"Crops and livestock products","Bulgaria","Production","Rape or colza seed","2022","t","299420"
"Crops and livestock products","Bulgaria","Yield","Rape or colza seed","2023","kg/ha","2594.8"
"Crops and livestock products","Bulgaria","Production","Rape or colza seed","2023","t","207040"
"Crops and livestock products","Bulgaria","Yield","Raspberries","2015","kg/ha","4497.4"
"Crops and livestock products","Bulgaria","Production","Raspberries","2015","t","6845"
"Crops and livestock products","Bulgaria","Yield","Raspberries","2016","kg/ha","4581.6"
"Crops and livestock products","Bulgaria","Production","Raspberries","2016","t","8398"
"Crops and livestock products","Bulgaria","Yield","Raspberries","2017","kg/ha","4012.9"
"Crops and livestock products","Bulgaria","Production","Raspberries","2017","t","7476"
"Crops and livestock products","Bulgaria","Yield","Raspberries","2018","kg/ha","3547.6"
"Crops and livestock products","Bulgaria","Production","Raspberries","2018","t","7450"
"Crops and livestock products","Bulgaria","Yield","Raspberries","2019","kg/ha","3255.7"
"Crops and livestock products","Bulgaria","Production","Raspberries","2019","t","7130"
"Crops and livestock products","Bulgaria","Yield","Raspberries","2020","kg/ha","3371.6"
"Crops and livestock products","Bulgaria","Production","Raspberries","2020","t","6170"
"Crops and livestock products","Bulgaria","Yield","Raspberries","2021","kg/ha","3411"
"Crops and livestock products","Bulgaria","Production","Raspberries","2021","t","5560"
"Crops and livestock products","Bulgaria","Yield","Raspberries","2022","kg/ha","3624.2"
"Crops and livestock products","Bulgaria","Production","Raspberries","2022","t","5690"
"Crops and livestock products","Bulgaria","Yield","Raspberries","2023","kg/ha","3605.1"
"Crops and livestock products","Bulgaria","Production","Raspberries","2023","t","5660"
"Crops and livestock products","Bulgaria","Yield","Rice","2015","kg/ha","5454"
"Crops and livestock products","Bulgaria","Production","Rice","2015","t","67684"
"Crops and livestock products","Bulgaria","Yield","Rice","2016","kg/ha","5403.2"
"Crops and livestock products","Bulgaria","Production","Rice","2016","t","64773"
"Crops and livestock products","Bulgaria","Yield","Rice","2017","kg/ha","5608.9"
"Crops and livestock products","Bulgaria","Production","Rice","2017","t","58523"
"Crops and livestock products","Bulgaria","Yield","Rice","2018","kg/ha","5520"
"Crops and livestock products","Bulgaria","Production","Rice","2018","t","60720"
"Crops and livestock products","Bulgaria","Yield","Rice","2019","kg/ha","6000"
"Crops and livestock products","Bulgaria","Production","Rice","2019","t","70920"
"Crops and livestock products","Bulgaria","Yield","Rice","2020","kg/ha","5328.7"
"Crops and livestock products","Bulgaria","Production","Rice","2020","t","65810"
"Crops and livestock products","Bulgaria","Yield","Rice","2021","kg/ha","4823.2"
"Crops and livestock products","Bulgaria","Production","Rice","2021","t","58120"
"Crops and livestock products","Bulgaria","Yield","Rice","2022","kg/ha","6079.4"
"Crops and livestock products","Bulgaria","Production","Rice","2022","t","64320"
"Crops and livestock products","Bulgaria","Yield","Rice","2023","kg/ha","5728.6"
"Crops and livestock products","Bulgaria","Production","Rice","2023","t","64160"
"Crops and livestock products","Bulgaria","Yield","Rye","2015","kg/ha","1778.2"
"Crops and livestock products","Bulgaria","Production","Rye","2015","t","11210"
"Crops and livestock products","Bulgaria","Yield","Rye","2016","kg/ha","2032.4"
"Crops and livestock products","Bulgaria","Production","Rye","2016","t","15178"
"Crops and livestock products","Bulgaria","Yield","Rye","2017","kg/ha","2100.8"
"Crops and livestock products","Bulgaria","Production","Rye","2017","t","17304"
"Crops and livestock products","Bulgaria","Yield","Rye","2018","kg/ha","1692.3"
"Crops and livestock products","Bulgaria","Production","Rye","2018","t","14080"
"Crops and livestock products","Bulgaria","Yield","Rye","2019","kg/ha","1996.7"
"Crops and livestock products","Bulgaria","Production","Rye","2019","t","12180"
"Crops and livestock products","Bulgaria","Yield","Rye","2020","kg/ha","1871"
"Crops and livestock products","Bulgaria","Production","Rye","2020","t","10010"
"Crops and livestock products","Bulgaria","Yield","Rye","2021","kg/ha","2212.3"
"Crops and livestock products","Bulgaria","Production","Rye","2021","t","16880"
"Crops and livestock products","Bulgaria","Yield","Rye","2022","kg/ha","2076.8"
"Crops and livestock products","Bulgaria","Production","Rye","2022","t","17300"
"Crops and livestock products","Bulgaria","Yield","Rye","2023","kg/ha","1913.8"
